koi_period,koi_duration,koi_depth,koi_prad,koi_sma,koi_incl,koi_teq,koi_srad,koi_smass,koi_kepmag,koi_disposition,mission,tmag_raw
5.71489692,2.3572,425.9,1.33,0.0561,89.97,747.0,0.662,0.727,13.725,CONFIRMED,kepler,
122.3858681,7.123,711.1,1.72,0.4324,89.96,269.0,0.662,0.727,13.725,CONFIRMED,kepler,
1.274840187,14.833,229.2,66.76,0.0258,9.05,2498.0,2.872,1.403,13.759,FALSE POSITIVE,kepler,
179.609803,13.755,1273.0,5.47,0.6372,89.46,389.0,1.433,1.068,12.287,CONFIRMED,kepler,
1.368617188,1.6235,126.9,1.84,0.0261,85.44,2255.0,1.584,1.272,13.361,FALSE POSITIVE,kepler,
1.125963085,1.5034,146.0,1.41,0.0213,82.78,1988.0,1.116,1.011,13.858,FALSE POSITIVE,kepler,
8.59481851,3.254,336.5,1.75,0.0787,87.84,854.0,0.915,0.878,13.984,CONFIRMED,kepler,
10.22215697,1.1939,238.2,1.72,0.0883,88.23,806.0,0.915,0.878,13.984,CONFIRMED,kepler,
25.6721559,5.9629,387.1,2.68,0.179,87.2,683.0,1.179,1.164,13.004,CONFIRMED,kepler,
151.8851881,12.091,360.6,2.47,0.5855,89.27,378.0,1.179,1.164,13.004,CONFIRMED,kepler,
1.065731229,1.7499,3639.6,384.26,0.0293,57.77,5118.0,10.105,2.936,13.151,FALSE POSITIVE,kepler,
18.39629744,2.7838,680.2,2.47,0.1306,88.18,582.0,0.804,0.876,13.704,CONFIRMED,kepler,
1.012672041,3.0512,1197.6,5.89,0.0212,47.96,2337.0,1.338,1.235,13.788,FALSE POSITIVE,kepler,
28.714216138,6.0624,43702.0,42.19,0.1969,88.35,794.0,1.417,1.24,13.765,FALSE POSITIVE,kepler,
21.77568158,7.9588,797.9,4.76,0.1577,89.93,853.0,1.694,1.1,13.988,CONFIRMED,kepler,
41.0283424,9.8052,541.4,3.92,0.2405,89.98,691.0,1.694,1.1,13.988,CONFIRMED,kepler,
0.83442282,1.873,50.9,0.64,0.0173,87.27,1854.0,0.897,0.992,15.271,FALSE POSITIVE,kepler,
1.906633332,3.0825,268.0,2.72,0.0322,54.12,1847.0,1.243,1.224,13.429,FALSE POSITIVE,kepler,
4.069425638,2.0396,549.1,1.53,0.0449,89.62,802.0,0.68,0.75,13.872,CONFIRMED,kepler,
4.06844957,2.8349,79.8,0.98,0.0504,86.61,1170.0,1.071,1.028,12.566,CONFIRMED,kepler,
16.28247625,2.9227,792.6,1.88,0.1132,89.46,505.0,0.68,0.75,13.872,CONFIRMED,kepler,
3.162692075,1.9529,503.7,2.61,0.0418,85.47,1308.0,1.085,0.972,13.989,CONFIRMED,kepler,
31.7848157,8.8077,444.5,3.55,0.2029,89.97,752.0,1.694,1.1,13.988,CONFIRMED,kepler,
13.17555999,6.6677,280.0,2.82,0.1128,89.95,1009.0,1.694,1.1,13.988,CONFIRMED,kepler,
5.66815821,4.9064,119.7,1.85,0.0643,88.85,1336.0,1.694,1.1,13.988,CONFIRMED,kepler,
17.40665216,6.864,586.9,2.95,0.1321,89.94,814.0,1.216,1.013,13.998,CONFIRMED,kepler,
3.07365139,2.102,90.5,0.79,0.0403,89.83,1215.0,0.831,0.931,14.894,CANDIDATE,kepler,
6.41496453,3.9015,201.2,25.79,0.0659,61.93,1153.0,1.183,0.927,12.385,FALSE POSITIVE,kepler,
5.370639542,2.1121,491.3,2.54,0.0595,87.46,1096.0,1.085,0.972,13.989,CONFIRMED,kepler,
11.32977062,3.845,162.4,1.37,0.0979,89.91,855.0,1.085,0.972,13.989,CONFIRMED,kepler,
23.20579353,4.3243,342.5,5.86,0.1867,89.92,1002.0,3.231,1.609,13.413,CONFIRMED,kepler,
6.07972016,7.1228,290.8,2.32,0.0632,85.43,1111.0,1.346,0.911,13.532,CONFIRMED,kepler,
275.07365,3.37,228.9,1.86,0.7891,89.93,303.0,1.187,0.864,10.15,CANDIDATE,kepler,
14.40090414,4.1682,379.6,2.71,0.1149,86.44,828.0,1.198,0.976,13.909,CONFIRMED,kepler,
7.69363627,5.0324,295.1,2.12,0.0767,88.11,1069.0,1.216,1.013,13.998,CONFIRMED,kepler,
21.3851584,4.0819,663.9,2.17,0.1409,89.16,574.0,0.825,0.814,13.94,CONFIRMED,kepler,
5.37493289,3.9567,155.8,2.12,0.0626,88.73,1413.0,1.689,1.135,13.294,CONFIRMED,kepler,
8.58600968,3.3443,102.1,1.84,0.0856,86.96,1208.0,1.689,1.135,13.294,CONFIRMED,kepler,
4.50158249,1.855,175.7,0.73,0.0444,89.95,676.0,0.553,0.573,15.142,CANDIDATE,kepler,
3.88688862,3.683,58.3,1.29,0.0505,89.75,1574.0,1.689,1.135,13.294,CONFIRMED,kepler,
2.192009479,2.9453,1475.6,35.9,0.0317,56.89,1446.0,1.125,0.878,14.687,FALSE POSITIVE,kepler,
8.254912972,6.8822,19242.0,11.86,0.0744,86.68,793.0,0.835,0.805,14.034,FALSE POSITIVE,kepler,
2.628117322,1.8289,936.8,1.77,0.031,86.15,737.0,0.557,0.575,14.915,CONFIRMED,kepler,
5.06546874,2.203,121.1,0.62,0.048,88.25,592.0,0.557,0.575,14.915,CANDIDATE,kepler,
3.170626881,2.7189,14610.0,14.37,0.0429,82.73,1314.0,1.034,1.042,14.333,FALSE POSITIVE,kepler,
5.89399142,1.2737,10993.0,11.16,0.0641,87.99,940.0,0.893,1.01,14.377,CANDIDATE,kepler,
25.6613816,4.459,166.5,1.78,0.1689,87.88,683.0,1.198,0.976,13.909,CONFIRMED,kepler,
10.21418792,5.8201,303.8,2.29,0.0966,89.93,957.0,1.332,1.151,13.336,CONFIRMED,kepler,
2.755637216,1.8559,536.7,1.37,0.0319,85.06,757.0,0.553,0.57,13.506,CONFIRMED,kepler,
36.2671673,2.065,627.1,1.5,0.1817,89.91,347.0,0.62,0.607,15.544,FALSE POSITIVE,kepler,
14.91095177,3.325,864.5,2.62,0.1159,89.98,694.0,0.899,0.932,12.593,CONFIRMED,kepler,
20.30652862,2.8014,715.4,1.58,0.1209,89.0,389.0,0.553,0.57,13.506,CONFIRMED,kepler,
44.6996563,6.2289,837.7,3.05,0.2457,89.46,500.0,1.046,0.988,13.967,CONFIRMED,kepler,
3.619309734,3.0504,206.6,1.47,0.046,89.27,1156.0,1.046,0.988,13.967,CONFIRMED,kepler,
124.5245224,9.654,689.9,2.69,0.4865,90.0,356.0,1.046,0.988,13.967,CONFIRMED,kepler,
7.6720844,3.451,75.1,0.72,0.0731,87.95,875.0,0.807,0.884,14.766,CANDIDATE,kepler,
2.178150857,1.931,162.5,1.11,0.0321,85.37,1282.0,0.836,0.928,13.72,FALSE POSITIVE,kepler,
2.178150567,3.5065,511.3,34.19,0.0352,42.13,1796.0,1.254,1.227,13.835,FALSE POSITIVE,kepler,
25.33709016,9.664,2279.4,3.47,0.1441,86.39,414.0,0.635,0.621,14.716,FALSE POSITIVE,kepler,
4.396999852,1.875,4576.8,13.57,0.0525,83.76,1231.0,1.156,0.998,14.491,FALSE POSITIVE,kepler,
14.28228147,2.6588,983.2,1.82,0.0978,89.97,446.0,0.595,0.612,14.672,CONFIRMED,kepler,
3.251659087,1.5286,4747.9,9.83,0.0448,83.92,1384.0,1.087,1.131,14.022,CANDIDATE,kepler,
1.16015259,1.3433,170.2,1.4,0.0213,80.6,1751.0,0.985,0.959,12.45,FALSE POSITIVE,kepler,
3.743166733,3.6888,126.3,1.5,0.0488,89.94,1423.0,1.331,1.106,12.205,CONFIRMED,kepler,
13.13747785,4.8655,212.8,1.85,0.1084,86.45,825.0,1.143,0.982,13.484,CONFIRMED,kepler,
7.78199862,3.947,106.9,1.32,0.0764,84.82,983.0,1.143,0.982,13.484,CONFIRMED,kepler,
2.2227289,2.617,279.1,34.14,0.051,87.73,4454.0,20.848,3.584,12.552,FALSE POSITIVE,kepler,
23.4433748,5.768,85.0,1.29,0.1594,85.83,681.0,1.143,0.982,13.484,CONFIRMED,kepler,
5.868066282,4.1246,436.5,3.6,0.0674,83.38,1254.0,1.555,1.181,13.182,CONFIRMED,kepler,
1.61189046,3.0792,101.1,1.72,0.0285,73.17,1930.0,1.555,1.181,13.182,CONFIRMED,kepler,
9.940666412,3.9092,520.2,2.87,0.0953,89.94,996.0,1.259,1.17,12.663,CONFIRMED,kepler,
4.182001885,2.2209,847.4,2.46,0.0503,89.94,974.0,0.865,0.971,13.393,CONFIRMED,kepler,
66.47762,4.487,553.5,1.83,0.3052,89.79,388.0,0.775,0.868,15.972,CANDIDATE,kepler,
1.621668852,1.7517,7662.0,32.76,0.0274,72.67,1598.0,0.966,1.043,13.9,FALSE POSITIVE,kepler,
26.89316101,2.3266,2193.2,6.78,0.1743,88.51,614.0,0.908,0.975,13.754,CANDIDATE,kepler,
14.70749512,3.1506,262.0,2.04,0.1197,89.8,819.0,1.28,1.056,13.387,CONFIRMED,kepler,
20.73989406,3.1505,616.1,2.11,0.1375,88.68,536.0,0.77,0.805,14.157,CONFIRMED,kepler,
47.4277116,5.2679,820.4,2.33,0.2387,89.27,407.0,0.77,0.805,14.157,CONFIRMED,kepler,
5.07442951,4.064,250.2,1.38,0.0574,86.33,929.0,0.857,0.977,14.789,FALSE POSITIVE,kepler,
12.874712426,2.2491,3860.7,11.26,0.115,87.7,926.0,1.424,1.22,14.517,CONFIRMED,kepler,
176.2432946,5.0423,4981.4,48.15,0.5931,89.43,353.0,1.231,0.895,14.468,FALSE POSITIVE,kepler,
3.07155284,4.0935,86.0,1.65,0.0437,74.56,1556.0,1.555,1.181,13.182,CONFIRMED,kepler,
22.24814617,4.1483,613.7,2.72,0.1566,87.79,609.0,0.943,1.033,13.721,CONFIRMED,kepler,
0.702739679,1.379,65.1,0.73,0.0145,74.58,1765.0,0.836,0.819,14.99,CANDIDATE,kepler,
4.305219002,2.6845,9738.6,10.34,0.0519,86.75,1119.0,1.0,1.0,13.826,FALSE POSITIVE,kepler,
13.779711352,7.63871,25479.0,47.58,0.1257,89.26,1376.0,2.947,1.393,13.21,FALSE POSITIVE,kepler,
2.508057497,1.1134,1507.6,3.25,0.034,86.61,997.0,0.761,0.835,12.895,CONFIRMED,kepler,
5.07437786,5.942,605.7,23.71,0.0564,53.96,1008.0,0.919,0.929,13.842,FALSE POSITIVE,kepler,
0.900375925,1.257,41.4,0.82,0.0186,89.04,2078.0,1.28,1.056,13.387,CONFIRMED,kepler,
4.585466941,3.4437,383.5,3.29,0.0571,82.38,1307.0,1.495,1.179,13.764,CONFIRMED,kepler,
22.71443351,6.0875,575.1,4.01,0.1659,87.36,766.0,1.495,1.179,13.764,CONFIRMED,kepler,
47.903427,6.191,379.3,3.55,0.2728,88.02,598.0,1.495,1.179,13.764,CONFIRMED,kepler,
9.034190783,1.5501,577.6,1.8,0.0733,88.12,586.0,0.639,0.643,13.177,CONFIRMED,kepler,
1.433339604,1.3665,305.2,2.08,0.0255,76.67,1677.0,0.999,1.077,14.811,FALSE POSITIVE,kepler,
37.86511904,2.9799,6941.7,40.36,0.225,88.56,535.0,0.963,1.056,14.608,FALSE POSITIVE,kepler,
9.07098164,2.6903,1026.2,2.94,0.0854,89.97,825.0,0.929,1.008,14.959,CONFIRMED,kepler,
2.879243323,2.6273,48050.0,21.02,0.0393,85.12,1244.0,0.885,0.975,14.371,FALSE POSITIVE,kepler,
45.15535633,5.7845,6208.7,7.65,0.2528,89.94,523.0,0.972,1.053,14.669,CONFIRMED,kepler,
9.48965527,3.587,262.2,2.16,0.0879,86.44,926.0,1.204,1.005,13.774,CONFIRMED,kepler,
4.22865217,3.3275,150.0,1.83,0.0546,89.94,1379.0,1.499,1.213,13.749,CONFIRMED,kepler,
2.85889907,1.465,55.7,0.73,0.0371,80.54,989.0,0.754,0.848,13.514,FALSE POSITIVE,kepler,
7.46662068,3.87,120.9,1.65,0.0797,88.98,1141.0,1.499,1.213,13.749,CONFIRMED,kepler,
16.25951967,3.854,129.5,1.72,0.1339,89.29,880.0,1.499,1.213,13.749,CONFIRMED,kepler,
11.1317901,4.051,95.5,1.47,0.104,89.02,999.0,1.499,1.213,13.749,CONFIRMED,kepler,
28.1224393,4.174,194.3,0.9,0.1563,89.34,401.0,0.639,0.643,13.177,CONFIRMED,kepler,
11.427550984,4.6074,500.9,2.35,0.0964,87.76,852.0,1.005,0.913,12.596,CONFIRMED,kepler,
0.983304511,1.78,79.9,1.1,0.021,82.82,2121.0,1.198,1.273,14.981,FALSE POSITIVE,kepler,
45.9029768,5.0041,361.8,1.18,0.2166,89.74,341.0,0.639,0.643,13.177,CONFIRMED,kepler,
4.159816554,1.6261,160.3,0.86,0.0437,87.37,759.0,0.639,0.643,13.177,CONFIRMED,kepler,
5.69059163,2.557,1384.3,3.1,0.0586,87.76,860.0,0.81,0.826,13.749,CONFIRMED,kepler,
4.885488596,5.16165,7458.4,16.66,0.0605,87.2,1496.0,1.909,1.236,12.885,CONFIRMED,kepler,
130.17802962,8.4534,11571.0,10.44,0.5121,89.99,367.0,0.972,1.053,14.669,CONFIRMED,kepler,
85.3162004,2.7441,1902.6,6.34,0.3864,89.44,423.0,0.972,1.053,14.669,CONFIRMED,kepler,
17.761998411,2.4644,24177.0,14.25,0.1165,88.79,538.0,0.669,0.667,14.762,CANDIDATE,kepler,
155.042265,9.848,4880.9,26.44,0.6167,89.43,511.0,3.322,1.3,14.932,CANDIDATE,kepler,
10.34973276,4.4859,119.0,1.44,0.0898,83.51,930.0,1.109,0.902,11.811,CONFIRMED,kepler,
16.08786246,3.095,612.5,2.56,0.1207,88.05,668.0,0.914,0.904,13.998,CONFIRMED,kepler,
25.0032023,5.498,64.1,1.47,0.1767,88.13,837.0,1.685,1.176,12.55,CANDIDATE,kepler,
41.74938613,5.6098,1055.4,2.94,0.228,89.77,486.0,0.914,0.904,13.998,CONFIRMED,kepler,
0.56680081,3.6116,127.7,1.02,0.013,89.84,2038.0,0.914,0.904,13.998,FALSE POSITIVE,kepler,
4.41746257,2.965,291.0,3.95,0.0589,89.58,1810.0,2.297,1.396,13.343,CONFIRMED,kepler,
8.981014925,1.8478,1059.3,3.14,0.078,89.85,880.0,0.967,0.785,12.87,CONFIRMED,kepler,
16.33888067,9.3599,1718.4,10.47,0.1295,88.91,963.0,2.595,1.085,13.781,CONFIRMED,kepler,
39.1307086,2.295,201.0,1.54,0.2309,89.99,600.0,1.08,1.065,14.372,FALSE POSITIVE,kepler,
10.04157214,2.6577,1114.0,2.97,0.0855,87.8,712.0,0.81,0.826,13.749,CONFIRMED,kepler,
18.36974658,2.939,1143.3,3.58,0.1279,87.37,582.0,0.81,0.826,13.749,CONFIRMED,kepler,
2.79590004,2.056,383.7,1.66,0.0365,85.58,1090.0,0.81,0.826,13.749,CONFIRMED,kepler,
13.72462702,6.9758,281.8,2.13,0.1116,85.87,831.0,1.171,0.982,13.645,CONFIRMED,kepler,
46.40626,7.0281,469.1,2.66,0.2559,89.98,588.0,1.227,1.037,13.489,CONFIRMED,kepler,
80.84069,8.567,9326.0,15.11,0.3768,90.0,500.0,1.597,1.089,17.187,CANDIDATE,kepler,
15.67750191,5.5082,115.5,1.42,0.1185,84.55,810.0,1.109,0.902,11.811,CONFIRMED,kepler,
5.59931543,3.8944,84.8,1.22,0.0596,79.07,1142.0,1.109,0.902,11.811,CONFIRMED,kepler,
25.2100146,6.553,62.1,0.95,0.1626,87.69,691.0,1.109,0.902,11.811,CONFIRMED,kepler,
17.79001678,4.4116,871.4,2.7,0.1304,89.66,655.0,0.927,0.935,13.597,CONFIRMED,kepler,
49.5674085,4.002,730.0,2.91,0.2583,89.06,465.0,0.927,0.935,13.597,CONFIRMED,kepler,
6.790120801,6.0437,2302.3,9.86,0.0769,86.5,1434.0,2.001,1.313,12.128,CONFIRMED,kepler,
1.655467295,3.2424,1059.4,2.17,0.0243,89.99,1080.0,0.695,0.701,13.841,FALSE POSITIVE,kepler,
7.972510087,2.9754,3139.0,3.22,0.0642,87.26,497.0,0.533,0.556,13.822,CONFIRMED,kepler,
2.453236139,1.6691,1723.2,2.26,0.0293,87.23,737.0,0.533,0.556,13.822,CONFIRMED,kepler,
11.9710626,2.7607,421.8,5.84,0.1041,83.75,1044.0,1.464,1.048,13.768,FALSE POSITIVE,kepler,
6.0404622,1.98,241.0,1.3,0.0636,88.58,841.0,0.825,0.938,13.283,CONFIRMED,kepler,
4.13852825,2.281,256.5,1.3,0.0494,89.23,954.0,0.825,0.938,13.283,CONFIRMED,kepler,
3.936993144,1.887,1266.0,3.36,0.048,85.63,1004.0,0.843,0.945,15.063,CONFIRMED,kepler,
28.08185982,4.5288,1840.3,3.63,0.1777,89.46,522.0,0.843,0.945,15.063,CONFIRMED,kepler,
23.66834635,5.8297,449.4,2.32,0.1566,87.95,668.0,1.005,0.913,12.596,CONFIRMED,kepler,
10.08881066,1.7726,1995.9,4.71,0.0898,87.6,734.0,0.843,0.945,15.063,CONFIRMED,kepler,
60.458443,8.43,175.2,1.59,0.3025,89.48,511.0,1.181,1.008,14.544,CANDIDATE,kepler,
6.97106919,3.9125,452.8,2.07,0.0737,89.82,946.0,0.983,1.097,15.04,FALSE POSITIVE,kepler,
1.311842968,1.7876,245.1,1.43,0.0229,88.78,1562.0,0.927,0.935,13.597,CONFIRMED,kepler,
38.13853099,3.8617,1230.2,68.75,0.2514,86.95,873.0,2.343,1.456,13.592,FALSE POSITIVE,kepler,
14.58649856,4.0249,378.7,2.45,0.1172,88.22,852.0,1.191,1.009,13.49,CONFIRMED,kepler,
8.0292018,3.462,65.6,0.99,0.0788,88.1,1040.0,1.191,1.009,13.49,CANDIDATE,kepler,
1.05569286,1.289,37.5,0.45,0.0184,88.81,1395.0,0.751,0.748,13.203,FALSE POSITIVE,kepler,
7.75192755,3.5413,407.3,1.89,0.0768,87.83,852.0,0.912,1.004,13.307,CONFIRMED,kepler,
31.80475991,8.699,360.6,2.99,0.2061,86.65,664.0,1.356,1.153,13.178,CONFIRMED,kepler,
16.2580276,6.375,47.0,0.92,0.1317,89.61,830.0,1.356,1.153,13.178,CONFIRMED,kepler,
8.600153929,9.0015,4510.2,26.52,0.0975,87.73,1703.0,3.913,1.667,13.643,CONFIRMED,kepler,
3.719809197,3.5317,2958.2,87.21,0.0514,68.43,1873.0,2.348,1.309,13.123,FALSE POSITIVE,kepler,
0.73975345,4.2,481.8,2.09,0.0153,67.89,1818.0,0.935,0.869,15.141,FALSE POSITIVE,kepler,
1.612249049,4.235,154.0,50.98,0.0308,22.3,2713.0,2.569,1.495,12.775,FALSE POSITIVE,kepler,
44.258173075,7.58264,20542.0,37.38,0.2716,88.7,845.0,2.326,1.364,13.204,FALSE POSITIVE,kepler,
3.05933906,1.7332,1169.2,36.0,0.0411,73.0,1434.0,1.116,0.986,14.077,FALSE POSITIVE,kepler,
0.624677585,2.411,37.3,1.28,0.0188,73.63,4391.0,1.996,2.256,12.789,FALSE POSITIVE,kepler,
0.759763198,3.083,202.5,1.2,0.0158,70.93,1752.0,0.818,0.917,15.916,FALSE POSITIVE,kepler,
372.37369,12.33,666.1,2.68,1.0466,89.95,267.0,1.029,1.099,15.423,FALSE POSITIVE,kepler,
126.55719,8.079,366.4,4.59,0.5548,88.63,524.0,1.854,1.419,13.666,CONFIRMED,kepler,
12.435190544,3.8305,71.9,0.52,0.0917,89.22,545.0,0.62,0.667,14.844,FALSE POSITIVE,kepler,
20.0983676,5.207,157.8,1.58,0.1495,89.96,775.0,1.26,1.098,13.358,CONFIRMED,kepler,
85.112898,2.503,513.8,2.21,0.3862,89.99,422.0,0.975,1.058,15.681,FALSE POSITIVE,kepler,
2.41750021,4.33,58.2,1.19,0.0348,65.87,1507.0,1.308,0.965,13.955,CANDIDATE,kepler,
4.03357434,5.886,66.2,1.23,0.049,73.13,1270.0,1.308,0.965,13.955,CANDIDATE,kepler,
0.504426087,1.6276,614.5,33.96,0.0117,24.92,2339.0,0.901,0.837,15.213,FALSE POSITIVE,kepler,
7.66462913,3.614,114.1,1.6,0.0767,89.23,1106.0,1.515,1.024,14.686,CANDIDATE,kepler,
9.6887216,2.0,655.5,3.09,0.0943,89.82,1014.0,1.196,1.19,14.158,CONFIRMED,kepler,
19.597317,4.508,1014.1,3.78,0.1366,87.32,671.0,1.019,0.883,15.412,CONFIRMED,kepler,
13.06243545,3.244,464.3,1.36,0.0938,89.76,527.0,0.655,0.646,14.885,CONFIRMED,kepler,
0.793663156,0.8244,186.2,1.14,0.0159,86.67,1614.0,0.825,0.849,14.549,FALSE POSITIVE,kepler,
2.81401302,5.801,55.7,1.51,0.0396,79.7,1723.0,1.967,1.046,12.511,FALSE POSITIVE,kepler,
3.74031708,2.394,165.6,1.38,0.049,88.63,1287.0,1.063,1.118,15.331,CONFIRMED,kepler,
0.851678507,2.028,67.9,0.85,0.0173,82.03,1840.0,1.029,0.945,15.25,FALSE POSITIVE,kepler,
205.30627,7.86,671.0,2.48,0.6899,89.95,314.0,0.955,1.038,15.971,FALSE POSITIVE,kepler,
0.978046982,2.6137,838.8,129.67,0.0234,34.27,3146.0,4.569,1.778,13.211,FALSE POSITIVE,kepler,
1.332566763,4.001,384.9,1.49,0.0222,78.61,1318.0,0.752,0.825,16.49,FALSE POSITIVE,kepler,
1.89131005,5.687,155.6,6.4,0.0281,25.57,1590.0,1.12,0.824,15.157,FALSE POSITIVE,kepler,
0.692978457,1.1366,61.0,2.24,0.0165,61.66,3186.0,2.304,1.235,13.447,CONFIRMED,kepler,
87.140633,18.11,,,,,,,,15.149,FALSE POSITIVE,kepler,
185.53285,31.46,877.0,28.39,0.6297,84.22,302.0,0.87,0.965,15.692,FALSE POSITIVE,kepler,
0.885131111,3.377,93.2,0.9,0.0178,64.37,1818.0,0.867,0.958,14.549,FALSE POSITIVE,kepler,
1.85447373,2.665,306.8,1.33,0.0276,83.75,1221.0,0.743,0.826,15.699,FALSE POSITIVE,kepler,
0.487656278,1.0129,109.8,0.99,0.0122,89.43,2299.0,0.937,1.026,14.374,CANDIDATE,kepler,
0.502622858,3.085,146.0,1.41,0.0127,55.94,2478.0,1.098,1.065,14.564,FALSE POSITIVE,kepler,
31.8055128,3.979,141.7,0.63,0.1596,89.5,378.0,0.525,0.534,13.831,CONFIRMED,kepler,
3.25424652,5.378,82.1,0.96,0.0426,79.35,1220.0,1.004,0.968,14.359,CANDIDATE,kepler,
3.50472344,1.9464,90.7,0.8,0.0419,88.66,1019.0,0.854,0.798,13.632,CONFIRMED,kepler,
124.827797,6.479,647.5,2.57,0.4679,89.96,350.0,1.032,0.875,15.259,CONFIRMED,kepler,
11.9294568,3.193,132.3,1.05,0.0984,89.38,797.0,0.9,0.891,14.686,CANDIDATE,kepler,
0.786260569,4.556,877.1,15.72,0.0136,18.52,1192.0,0.557,0.544,14.04,FALSE POSITIVE,kepler,
0.597934463,3.1225,515.0,23.2,0.0136,17.01,2126.0,0.863,0.94,15.248,FALSE POSITIVE,kepler,
360.76458,21.22,383.7,60.3,0.9173,86.52,216.0,0.724,0.791,14.659,FALSE POSITIVE,kepler,
2.15292788,3.043,41.4,1.02,0.0306,84.74,1841.0,1.555,0.821,12.643,FALSE POSITIVE,kepler,
2.61585431,6.519,169.8,1.28,0.0375,77.48,1358.0,0.945,1.023,15.181,FALSE POSITIVE,kepler,
9.54699216,5.063,143.0,1.71,0.0952,83.08,996.0,1.232,1.261,14.718,CANDIDATE,kepler,
14.708641,5.394,130.6,1.82,0.127,81.92,862.0,1.232,1.261,14.718,CANDIDATE,kepler,
31.3351094,6.071,264.9,1.99,0.2054,88.6,666.0,1.142,1.175,14.681,CONFIRMED,kepler,
1.061002863,1.962,142.4,1.06,0.0202,85.16,1679.0,0.881,0.979,15.213,FALSE POSITIVE,kepler,
363.35755,19.85,395.3,3.45,0.9628,89.95,305.0,1.783,0.901,14.661,FALSE POSITIVE,kepler,
0.924821319,2.594,122.4,1.1,0.0185,81.18,1963.0,0.974,0.987,15.293,FALSE POSITIVE,kepler,
4.4697452,5.33,241.5,2.43,0.0523,60.84,1248.0,1.125,0.955,13.726,FALSE POSITIVE,kepler,
214.881456,9.581,759.2,2.68,0.6687,89.99,286.0,0.995,0.862,15.188,CONFIRMED,kepler,
122.906853,15.97,819.7,3.55,0.4782,87.35,338.0,0.866,0.965,15.593,FALSE POSITIVE,kepler,
12.422216754,6.5533,54.5,0.8,0.1097,89.78,864.0,1.084,1.14,13.598,FALSE POSITIVE,kepler,
4.85018974,5.676,64.5,1.1,0.0571,56.15,1098.0,0.973,1.055,13.809,CONFIRMED,kepler,
383.43595,11.059,1228.0,2.53,0.959,89.99,214.0,0.729,0.823,15.27,FALSE POSITIVE,kepler,
3.82315697,2.388,47.2,0.77,0.0511,89.7,1282.0,1.122,1.213,12.692,CONFIRMED,kepler,
0.842336445,1.519,80.1,0.9,0.0171,86.34,1941.0,0.998,0.943,13.319,FALSE POSITIVE,kepler,
339.42934084,7.5,,,,,,,,13.113,FALSE POSITIVE,kepler,
13.6032081,2.592,180.5,0.75,0.0903,88.3,397.0,0.511,0.531,15.108,CANDIDATE,kepler,
0.914468919,2.695,3426.3,36.84,0.018,41.73,1884.0,0.989,0.927,14.582,FALSE POSITIVE,kepler,
1.54039744,1.787,127.6,1.08,0.0237,81.2,1520.0,0.884,0.751,14.608,FALSE POSITIVE,kepler,
8.45805119,2.998,258.7,2.52,0.0875,87.5,1117.0,1.471,1.25,14.806,CONFIRMED,kepler,
101.1107014,8.029,878.1,1.61,0.3548,89.97,229.0,0.561,0.578,15.134,CONFIRMED,kepler,
0.907943645,1.9144,1028.9,49.37,0.0191,38.42,2219.0,1.166,1.119,13.819,FALSE POSITIVE,kepler,
94.446856,7.502,436.4,7.13,0.4316,88.16,611.0,2.478,1.201,13.939,FALSE POSITIVE,kepler,
0.92565941,1.488,30.0,0.88,0.0203,89.49,2383.0,1.612,1.296,12.6,FALSE POSITIVE,kepler,
0.537110149,1.7976,92.0,32.19,0.0141,17.88,3195.0,2.537,1.288,13.078,FALSE POSITIVE,kepler,
9.84262076,1.6018,626.4,2.41,0.0918,89.71,801.0,0.972,1.064,15.308,CONFIRMED,kepler,
2.99194823,4.39,99.6,0.78,0.0378,79.3,1019.0,0.727,0.812,14.395,FALSE POSITIVE,kepler,
62.3026877,7.509,859.3,3.05,0.2965,89.13,454.0,0.971,0.895,14.534,CONFIRMED,kepler,
72.3826983,8.279,366.4,4.21,0.355,88.95,575.0,1.988,1.136,12.848,CONFIRMED,kepler,
360.33012,15.16,1022.0,2.34,0.9229,89.95,200.0,0.74,0.81,15.892,FALSE POSITIVE,kepler,
0.566803149,1.643,246.0,1.93,0.0142,62.98,2380.0,1.096,1.193,14.65,FALSE POSITIVE,kepler,
15.3466028,4.966,238.5,3.64,0.1414,88.26,1194.0,2.259,1.597,14.335,FALSE POSITIVE,kepler,
7.23531329,3.338,112.2,1.53,0.0783,88.82,1207.0,1.421,1.22,13.166,CANDIDATE,kepler,
0.531106622,3.0293,5133.6,7.54,0.0116,40.97,1781.0,0.762,0.732,15.169,FALSE POSITIVE,kepler,
1.332547503,4.521,130.3,1.23,0.0243,64.88,1719.0,0.999,1.077,15.164,FALSE POSITIVE,kepler,
225.585245,11.166,754.9,3.71,0.7681,89.98,348.0,1.363,1.185,14.9,CONFIRMED,kepler,
24.4972683,5.43,449.1,2.74,0.1772,87.79,722.0,1.162,1.232,15.152,CONFIRMED,kepler,
4.20253859,5.389,31.5,0.71,0.0479,66.9,1136.0,1.015,0.829,13.598,FALSE POSITIVE,kepler,
0.535578808,1.7973,193.6,33.97,0.0135,18.42,2870.0,1.313,1.16,13.94,FALSE POSITIVE,kepler,
0.89486317,2.657,172.0,1.19,0.0179,72.42,1764.0,0.863,0.959,15.863,FALSE POSITIVE,kepler,
